Player Name,Player ID
Joel Embiid,embiijo01
LeBron James,jamesle01
Giannis Antetokounmpo,antetgi01
Kevin Durant,duranke01
Luka Doncic,doncilu01
Trae Young,youngtr01
DeMar DeRozan,derozde01
Kyrie Irving,irvinky01
Ja Morant,moranja01
Nikola Jokic,jokicni01
Jayson Tatum,tatumja01
Devin Booker,bookede01
Donovan Mitchell,mitchdo01
Stephen Curry,curryst01
Karl-Anthony Towns,townska01
Shai Gilgeous-Alexander,gilgesh01
Zach LaVine,lavinza01
Paul George,georgpa01
Damian Lillard,lillada01
Jaylen Brown,brownja02
Bradley Beal,bealbr01
Anthony Davis,davisan02
De'Aaron Fox,foxde01
Pascal Siakam,siakapa01
Brandon Ingram,ingrabr01
CJ McCollum,mccolcj01
James Harden,hardeja01
Darius Garland,garlada01
Jimmy Butler,butleji01
Anthony Edwards,edwaran01
Dejounte Murray,murrade01
Tyler Herro,herroty01
Klay Thompson,thompkl01
Fred VanVleet,vanvlfr01
Kristaps Porzingis,porzikr01
Miles Bridges,bridgmi02
LaMelo Ball,ballla01
Khris Middleton,middlkh01
Julius Randle,randlju01
RJ Barrett,barrerj01
Terry Rozier,roziete01
Jerami Grant,grantje01
Bam Adebayo,adebaba01
Malcolm Brogdon,brogdma01
Norman Powell,powelno01
Domantas Sabonis,sabondo01
Jordan Poole,poolejo01
Russell Westbrook,westbru01
Dillon Brooks,brookdi01
Jrue Holiday,holidjr01
Gary Trent Jr.,trentga02
Desmond Bane,banede01
Bojan Bogdanovic,bogdabo02
D'Angelo Russell,russeda01
Christian Wood,woodch01
Jonas Valanciunas,valanjo01
Nikola Vucevic,vucevni01
Tyrese Maxey,maxeyty01
Cade Cunningham,cunnica01
Jalen Green,greenja05
Anfernee Simons,simonan01
Deandre Ayton,aytonde01
Luguentz Dort,dortlu01
Tobias Harris,harrito02
Andrew Wiggins,wiggian01
OG Anunoby,anunoog01
Kyle Kuzma,kuzmaky01
Caris LeVert,leverca01
Keldon Johnson,johnske04
Reggie Jackson,jacksre01
Harrison Barnes,barneha02
Cole Anthony,anthoco01
Jalen Brunson,brunsja01
Jaren Jackson Jr.,jacksja02
John Collins,collijo01
Jarrett Allen,allenja01
Saddiq Bey,beysa01
Jordan Clarkson,clarkjo01
Collin Sexton,sextoco01
Gordon Hayward,haywago01
Buddy Hield,hieldbu01
Rudy Gobert,goberru01
Kevin Porter Jr.,porteke02
Marcus Morris,morrima03
Tyrese Haliburton,halibty01
Scottie Barnes,barnesc01
Franz Wagner,wagnefr01
Bogdan Bogdanovic,bogdabo01
Wendell Carter Jr.,cartewe01
Seth Curry,curryse01
Aaron Gordon,gordoaa01
Evan Mobley,mobleev01
Jusuf Nurkic,nurkiju01
Kelly Oubre Jr.,oubreke01
Josh Hart,hartjo01
Lauri Markkanen,markkla01
Will Barton,bartowi01
Jaylen Hoard,hoardja01
Chris Paul,paulch01
Bobby Portis,portibo01
Mikal Bridges,bridgmi01
Tim Hardaway Jr.,hardati02
Evan Fournier,fournev01
Malik Monk,monkma01
Spencer Dinwiddie,dinwisp01
Mike Conley,conlemi01
Kevin Love,loveke01
Dennis Schroder,schrode01
Jakob Poeltl,poeltja01
Eric Gordon,gordoer01
De'Andre Hunter,huntede01
Kyle Lowry,lowryky01
Carmelo Anthony,anthoca01
Derrick White,whitede01
Kentavious Caldwell-Pope,caldwke01
Montrezl Harrell,harremo01
Chris Duarte,duartch01
Ricky Rubio,rubiori01
Lonzo Ball,balllo01
LaMarcus Aldridge,aldrila01
Myles Turner,turnemy01
Brandon Williams,willibr03
Coby White,whiteco01
Monte Morris,morrimo01
Josh Giddey,giddejo01
Cameron Johnson,johnsca02
Brook Lopez,lopezbr01
Victor Oladipo,oladivi01
Devin Vassell,vassede01
Malik Beasley,beaslma01
Kevin Huerter,huertke01
Marcus Smart,smartma01
Lonnie Walker IV,walkelo01
